Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-06-15),Price Override,Watchlist,Date Added,Notes
Main,Pokemon,Surging Sparks,Feebas,198/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,10.97,0,false,2025-06-30,
Main,Pokemon,Surging Sparks,Latias ex,220/191,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,7.61,0,false,2025-06-26,
Main,Pokemon,Surging Sparks,Milotic ex,217/191,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,2.28,0,false,2025-06-26,
Main,Pokemon,Surging Sparks,Pikachu ex,219/191,Ultra Rare,Holofoil,Ungraded,Near Mint,5.0000,1,34.32,0,false,2025-06-28,
Main,Pokemon,Surging Sparks,Shiinotic,194/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,5.18,0,false,2025-06-26,
Main,Pokemon,Surging Sparks,Stunfisk,202/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,2.45,0,false,2025-06-26,
Main,Pokemon,Surging Sparks,Surging Sparks Booster Box,,,Normal,Ungraded,Near Mint,0,3,278.29,0,false,2025-10-04,
Main,Pokemon,Surging Sparks,Surging Sparks Booster Bundle,,,Normal,Ungraded,Near Mint,21.8182,11,61.98,0,false,2025-07-17,
Main,Pokemon,Surging Sparks,Surging Sparks Booster Pack,,,Normal,Ungraded,Near Mint,4.3750,16,8.23,0,false,2025-07-13,
Main,Pokemon,Surging Sparks,Surging Sparks Booster Pack Art Bundle [Set of 4],,,Normal,Ungraded,Near Mint,0,1,35.36,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Surging Sparks Elite Trainer Box,,,Normal,Ungraded,Near Mint,0,1,124.79,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Sylveon ex,086/191,Double Rare,Holofoil,Ungraded,Near Mint,0,1,2.28,0,false,2025-06-26,
Main,Pokemon,SV: 151,151: Alakazam ex Collection,,,Normal,Ungraded,Near Mint,24.0000,7,118.23,0,false,2025-07-05,
Main,Pokemon,SV: 151,151 Booster Bundle,,,Normal,Ungraded,Near Mint,23.7273,11,192.98,0,false,2025-06-29,
Main,Pokemon,SV: 151,151 Elite Trainer Box,,,Normal,Ungraded,Near Mint,270.0000,2,596.06,0,false,2025-07-31,
Main,Pokemon,SV: 151,151: Zapdos ex Collection,,,Normal,Ungraded,Near Mint,30.0000,4,122.02,0,false,2025-06-26,
Main,Pokemon,SV: 151,Ivysaur,167/165,Illustration Rare,Holofoil,PSA 10.0 GEM - MT,Near Mint,0,1,355.72,0,false,2025-09-04,
Main,Pokemon,SV: 151,Ninetales ex,186/165,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,16.76,0,false,2025-06-27,
Main,Pokemon,SV: 151,Zapdos ex,202/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,50.0000,1,118.3,0,false,2025-06-27,
Main,Pokemon,Temporal Forces,Arbok,176/162,Illustration Rare,Holofoil,PSA 10.0 GEM - MT,Near Mint,0,1,174.91,0,false,2025-09-04,
Main,Pokemon,Temporal Forces,Bianca's Devotion,197/162,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,2.93,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Bianca's Devotion,209/162,Special Illustration Rare,Holofoil,PSA 10.0 GEM - MT,Near Mint,0,1,95,0,false,2025-09-04,
Main,Pokemon,Temporal Forces,Bronzor,170/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,8.31,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Charjabug,169/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,8.38,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Cutiefly,172/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,8.78,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Eri,210/162,Special Illustration Rare,Holofoil,Ungraded,Near Mint,5.0000,1,16.65,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Gastly,177/162,Illustration Rare,Holofoil,PSA 9.0 MINT,Near Mint,0,1,111.8,0,false,2025-09-04,
Main,Pokemon,Temporal Forces,Iron Leaves ex,186/162,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,2.19,0,false,2025-07-12,
Main,Pokemon,Temporal Forces,Iron Leaves ex,213/162,Hyper Rare,Holofoil,Ungraded,Near Mint,0,1,9.22,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Lickitung,180/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,31.56,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Litten,167/162,Illustration Rare,Holofoil,Ungraded,Near Mint,5.0000,1,38.46,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Meltan,179/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,6.35,0,false,2025-06-26,
Main,Pokemon,Temporal Forces,Minccino,182/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,29.06,0,false,2025-07-12,
Main,Pokemon,Temporal Forces,Scizor ex,195/162,Ultra Rare,Holofoil,PSA 10.0 GEM - MT,Near Mint,0,1,65,0,false,2025-09-04,
Main,Pokemon,Temporal Forces,Shiftry,163/162,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,11.85,0,false,2025-07-18,
Main,Pokemon,Temporal Forces,Temporal Forces Booster Box,,,Normal,Ungraded,Near Mint,180.0000,1,333.59,0,false,2025-07-25,
Main,Pokemon,Temporal Forces,Temporal Forces Elite Trainer Box [Iron Leaves],,,Normal,Ungraded,Near Mint,65.0000,1,127.8,0,false,2025-07-05,
Main,Pokemon,Temporal Forces,Temporal Forces Sleeved Booster Pack Art Bundle [Set of 4],,,Normal,Ungraded,Near Mint,20.0000,4,34.16,0,false,2025-08-17,
Main,Pokemon,Twilight Masquerade,Dragapult ex,200/167,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,16.68,0,false,2025-06-26,
Main,Pokemon,Twilight Masquerade,Twilight Masquerade Elite Trainer Box,,,Normal,Ungraded,Near Mint,0,1,104.54,0,false,2026-03-17,
Main,Pokemon,Twilight Masquerade,Twilight Masquerade Sleeved Booster Pack,,,Normal,Ungraded,Near Mint,5.0000,10,9.46,0,false,2025-09-12,
Main,Pokemon,Twilight Masquerade,Twilight Masquerade Sleeved Booster Pack Art Bundle [Set of 4],,,Normal,Ungraded,Near Mint,20.0000,7,41.04,0,false,2025-09-12,
Main,Pokemon,Twilight Masquerade,Wattrel,178/167,Illustration Rare,Holofoil,PSA 9.0 MINT,Near Mint,0,1,49,0,false,2025-09-04,
Main,Pokemon,VSTAR Universe,Mew VMAX (JP),054/172,Ultra Rare,Holofoil,CGC 10.0 Pristine,Near Mint,0,1,51.95,0,false,2026-06-14,
Main,Pokemon,White Flare,Archeops,132/086,Illustration Rare,Holofoil,Ungraded,Near Mint,0,2,11.98,0,false,2025-07-30,
Main,Pokemon,White Flare,Keldeo ex,167/086,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,77.42,0,false,2025-10-13,
Main,Pokemon,White Flare,Reshiram ex,158/086,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,3.32,0,false,2025-07-21,
Main,Pokemon,White Flare,White Flare Binder Collection,,,Normal,Ungraded,Near Mint,35.0000,5,63.38,0,false,2025-07-23,
Main,Pokemon,White Flare,White Flare Booster Bundle,,,Normal,Ungraded,Near Mint,22.8571,7,74.38,0,false,2025-08-22,
Main,Pokemon,White Flare,White Flare Elite Trainer Box,,,Normal,Ungraded,Near Mint,52.5000,8,122.85,0,false,2025-07-23,
Main,Pokemon,White Flare,White Flare Tech Sticker Collection,,,Normal,Ungraded,Near Mint,0,1,38.07,0,false,2025-08-25,
Main,Pokemon,WoTC Promo,Dark Gyarados (Prerelease),08/82,Promo,Holofoil,Ungraded,Near Mint,0,1,34.41,0,false,2026-06-14,
Main,YuGiOh,The Legend of Blue Eyes White Dragon,Exodia the Forbidden One,LOB-124,Ultra Rare,Unlimited,PSA 8.0 NM - MT,Near Mint,0,1,125,0,false,2025-09-04,
Main,YuGiOh,The Legend of Blue Eyes White Dragon,Red-Eyes B. Dragon,LOB-070,Ultra Rare,Unlimited,PSA 9.0 MINT,Near Mint,0,1,193.67,0,false,2025-09-04,
Main,YuGiOh,The Legend of Blue Eyes White Dragon,Right Arm of the Forbidden One,LOB-122,Ultra Rare,Unlimited,PSA 9.0 MINT,Near Mint,0,1,144,0,false,2025-09-04,
